SN,BIN,Shape,FAI156,FAI156-P1,FAI156-P2,FAI156-P3,FAI156-P4,FAI156-P5,FAI156-P6,FAI156-P7,FAI156-P8,FAI156-P9,FAI156-P10,FAI156-P11,FAI156-P12,FAI156-P13,FAI156-P14,FAI156-P15,FAI156-P16,FAI156-P17,FAI156-P18,FAI156-P19,FAI156-P20
1635,,,0.124,-0.003,-0.004,-0.013,-0.013,-0.024,-0.029,-0.019,0.001,0.022,0.075,0.054,0.034,0.034,0.001,-0.023,-0.049,-0.033,-0.026,0,0.016
1636,,,0.296,-0.047,-0.047,-0.036,0.001,-0.047,-0.107,-0.035,0.012,0.043,0.189,0.16,0.158,0.047,0,-0.058,-0.064,-0.034,-0.031,-0.042,-0.061
1637,,,0.257,-0.037,-0.036,-0.028,0.003,-0.04,-0.096,-0.037,0.006,0.049,0.161,0.13,0.125,0.039,-0.002,-0.052,-0.058,-0.024,-0.018,-0.032,-0.053
1638,,,0.214,-0.025,-0.023,-0.02,0.002,-0.034,-0.077,-0.031,0.008,0.054,0.137,0.103,0.088,0.017,-0.019,-0.058,-0.06,-0.022,-0.012,-0.008,-0.019
1639,,,0.281,-0.052,-0.046,-0.032,0.003,-0.045,-0.102,-0.038,0.01,0.049,0.179,0.153,0.148,0.052,0.005,-0.054,-0.057,-0.031,-0.034,-0.047,-0.061
1640,,,0.187,-0.04,-0.03,-0.013,0.029,-0.017,-0.068,-0.016,0.004,-0.011,0.09,0.077,0.119,0.039,0.015,-0.034,-0.039,-0.025,-0.019,-0.03,-0.032
1641,,,0.286,-0.041,-0.037,-0.029,0.01,-0.045,-0.113,-0.038,0.004,0.042,0.173,0.147,0.148,0.041,0.001,-0.052,-0.061,-0.029,-0.026,-0.039,-0.056
1642,,,0.259,-0.027,-0.026,-0.025,0.006,-0.04,-0.097,-0.043,0.003,0.045,0.162,0.128,0.118,0.032,-0.006,-0.053,-0.062,-0.033,-0.032,-0.028,-0.02
1643,,,0.276,-0.044,-0.039,-0.034,0,-0.041,-0.101,-0.037,0.003,0.044,0.175,0.148,0.145,0.049,0.01,-0.044,-0.061,-0.04,-0.049,-0.047,-0.037
1644,,,0.248,-0.035,-0.033,-0.026,0.005,-0.039,-0.095,-0.035,0.01,0.049,0.153,0.126,0.122,0.032,-0.006,-0.059,-0.056,-0.02,-0.018,-0.028,-0.046
1645,,,0.199,-0.021,-0.02,-0.018,-0.001,-0.023,-0.053,-0.021,0.016,0.066,0.124,0.079,0.052,-0.002,-0.039,-0.075,-0.073,-0.02,-0.001,0.015,0.017
1646,,,0.131,-0.01,-0.009,-0.015,-0.004,-0.022,-0.042,-0.018,0.005,0.017,0.075,0.06,0.054,0.039,0.006,-0.029,-0.056,-0.035,-0.028,-0.006,0.016
1647,,,0.278,-0.041,-0.037,-0.033,0,-0.044,-0.102,-0.042,0.007,0.05,0.176,0.144,0.135,0.047,0.004,-0.048,-0.056,-0.028,-0.032,-0.042,-0.057
1648,,,0.151,-0.017,-0.014,-0.011,0.007,-0.023,-0.056,-0.01,0.017,0.028,0.093,0.066,0.054,0.005,-0.028,-0.058,-0.052,-0.006,0.007,0.005,-0.007
1649,,,0.205,-0.011,-0.012,-0.018,-0.005,-0.034,-0.066,-0.032,0.007,0.065,0.135,0.091,0.06,0.007,-0.03,-0.066,-0.07,-0.032,-0.023,0.003,0.031
1650,,,0.17,0.004,-0.003,-0.02,-0.019,-0.042,-0.064,-0.041,-0.007,0.028,0.106,0.085,0.074,0.053,0.02,-0.018,-0.048,-0.035,-0.033,-0.023,-0.017
1651,,,0.261,-0.037,-0.034,-0.03,0.003,-0.04,-0.097,-0.035,0.009,0.051,0.164,0.135,0.124,0.034,-0.009,-0.059,-0.061,-0.022,-0.022,-0.029,-0.045
1652,,,0.295,-0.057,-0.05,-0.037,-0.003,-0.044,-0.101,-0.032,0.013,0.057,0.194,0.158,0.147,0.046,0.002,-0.055,-0.063,-0.035,-0.039,-0.046,-0.054
1653,,,0.251,-0.032,-0.027,-0.019,0.015,-0.033,-0.101,-0.037,0.002,0.034,0.15,0.126,0.125,0.03,-0.008,-0.06,-0.066,-0.033,-0.029,-0.027,-0.01
1654,,,0.271,-0.054,-0.049,-0.035,0.002,-0.04,-0.093,-0.03,0.016,0.054,0.178,0.147,0.13,0.04,0,-0.054,-0.058,-0.026,-0.025,-0.042,-0.059
1655,,,0.135,0.001,-0.003,-0.016,-0.016,-0.028,-0.034,-0.021,0.002,0.024,0.08,0.059,0.04,0.038,0.003,-0.027,-0.055,-0.038,-0.029,-0.001,0.021
1656,,,0.193,-0.008,-0.012,-0.016,-0.004,-0.024,-0.048,-0.025,0.012,0.069,0.117,0.07,0.037,-0.009,-0.045,-0.076,-0.072,-0.017,0.002,0.021,0.027
1657,,,0.158,-0.026,-0.019,-0.015,0.01,-0.024,-0.064,-0.014,0.017,0.023,0.094,0.077,0.077,0.016,-0.015,-0.047,-0.046,-0.005,0,-0.009,-0.028
1658,,,0.11,-0.007,-0.003,-0.006,0.003,-0.012,-0.022,-0.001,0.018,0.03,0.055,0.028,0.007,-0.011,-0.039,-0.055,-0.049,0,0.015,0.027,0.02
1659,,,0.257,-0.025,-0.028,-0.022,0.004,-0.041,-0.101,-0.042,0.006,0.047,0.156,0.127,0.119,0.035,-0.003,-0.054,-0.066,-0.035,-0.034,-0.027,-0.016
1660,,,0.278,-0.05,-0.047,-0.038,-0.008,-0.047,-0.091,-0.029,0.02,0.063,0.187,0.15,0.13,0.041,-0.007,-0.061,-0.067,-0.034,-0.028,-0.035,-0.049
1661,,,0.193,-0.039,-0.031,-0.017,0.016,-0.024,-0.081,-0.02,0.01,0.004,0.106,0.1,0.112,0.036,0.004,-0.033,-0.036,-0.001,-0.004,-0.032,-0.071
1662,,,0.229,-0.025,-0.022,-0.019,0.009,-0.033,-0.087,-0.03,0.01,0.049,0.142,0.108,0.096,0.01,-0.029,-0.069,-0.064,-0.021,-0.011,-0.006,-0.009
1663,,,0.181,-0.01,-0.01,-0.012,0,-0.024,-0.049,-0.023,0.013,0.063,0.11,0.066,0.037,-0.009,-0.046,-0.071,-0.069,-0.017,0.003,0.019,0.03
1664,,,0.227,-0.043,-0.032,-0.017,0.007,-0.028,-0.048,-0.024,-0.016,-0.028,0.074,0.087,0.119,0.073,0.064,0.031,0.008,-0.008,-0.036,-0.074,-0.108
1665,,,0.207,-0.02,-0.02,-0.022,0.001,-0.032,-0.071,-0.028,0.012,0.056,0.136,0.098,0.08,0.009,-0.031,-0.069,-0.069,-0.02,-0.006,0.001,-0.003
1666,,,0.194,-0.011,-0.013,-0.015,-0.002,-0.031,-0.066,-0.036,0.002,0.049,0.128,0.089,0.065,0.016,-0.021,-0.054,-0.06,-0.026,-0.018,-0.003,0.008
1667,,,0.107,0.027,0.017,-0.009,-0.03,-0.025,-0.004,-0.019,0.002,0.036,0.05,0.02,-0.018,0.015,-0.016,-0.027,-0.052,-0.028,-0.016,0.023,0.055
1668,,,0.27,-0.037,-0.034,-0.032,0.002,-0.045,-0.1,-0.036,0.008,0.049,0.17,0.143,0.132,0.035,-0.005,-0.059,-0.064,-0.024,-0.02,-0.032,-0.051
1669,,,0.225,-0.017,-0.019,-0.02,-0.005,-0.033,-0.07,-0.033,0.009,0.065,0.146,0.104,0.071,0.011,-0.03,-0.066,-0.079,-0.039,-0.029,-0.003,0.037
1670,,,0.285,-0.04,-0.036,-0.03,0.011,-0.043,-0.113,-0.043,0.005,0.037,0.172,0.147,0.149,0.044,0.003,-0.052,-0.061,-0.027,-0.024,-0.038,-0.061
1671,,,0.158,0.015,0.015,0.006,-0.004,-0.007,-0.002,-0.015,0.005,0.059,0.057,0.005,-0.043,-0.036,-0.07,-0.076,-0.066,-0.007,0.022,0.06,0.082
1672,,,0.113,-0.01,-0.005,-0.005,0.006,-0.008,-0.024,-0.001,0.018,0.03,0.056,0.028,0.01,-0.012,-0.041,-0.057,-0.053,-0.001,0.017,0.029,0.023
1673,,,0.237,-0.037,-0.034,-0.025,0.005,-0.034,-0.083,-0.029,0.014,0.058,0.154,0.116,0.1,0.019,-0.018,-0.06,-0.063,-0.025,-0.013,-0.016,-0.027
1674,,,0.205,-0.014,-0.017,-0.019,-0.004,-0.031,-0.067,-0.029,0.012,0.066,0.134,0.088,0.062,0.006,-0.036,-0.071,-0.068,-0.022,-0.005,0.006,0.009
1675,,,0.204,-0.009,-0.013,-0.018,-0.006,-0.035,-0.067,-0.034,0.007,0.064,0.136,0.089,0.061,0.007,-0.029,-0.06,-0.068,-0.028,-0.018,0.002,0.018
1676,,,0.115,0.007,0.004,-0.01,-0.014,-0.017,-0.011,-0.01,0.006,0.026,0.056,0.03,0.005,0.019,-0.014,-0.035,-0.059,-0.036,-0.02,0.021,0.055
1677,,,0.169,-0.016,-0.016,-0.015,-0.004,-0.034,-0.065,-0.028,0.004,0.025,0.104,0.087,0.081,0.044,0.007,-0.029,-0.053,-0.037,-0.031,-0.021,-0.005
1678,,,0.166,0.02,0.021,0.009,-0.001,0,0.014,0.01,0.023,0.041,0.012,-0.028,-0.067,-0.05,-0.077,-0.074,-0.058,0.007,0.037,0.073,0.089
1679,,,0.193,0.018,0.012,-0.004,-0.012,-0.02,-0.019,-0.019,0.01,0.071,0.084,0.029,-0.018,-0.026,-0.063,-0.081,-0.082,-0.032,-0.007,0.048,0.111
1680,,,0.271,-0.035,-0.036,-0.027,0.002,-0.041,-0.102,-0.038,0.005,0.049,0.169,0.137,0.129,0.034,-0.006,-0.057,-0.057,-0.025,-0.021,-0.034,-0.049
1681,,,0.185,-0.005,-0.011,-0.017,-0.005,-0.032,-0.058,-0.028,0.01,0.062,0.118,0.075,0.051,0.004,-0.031,-0.063,-0.067,-0.026,-0.014,0.007,0.029
1682,,,0.269,-0.034,-0.035,-0.026,0.003,-0.043,-0.102,-0.041,0.007,0.046,0.167,0.136,0.133,0.039,0.001,-0.054,-0.061,-0.034,-0.035,-0.034,-0.034
1683,,,0.209,-0.009,-0.01,-0.018,-0.011,-0.032,-0.053,-0.029,0.009,0.068,0.132,0.084,0.047,0.005,-0.035,-0.069,-0.077,-0.039,-0.024,0.009,0.052
1684,,,0.217,-0.021,-0.02,-0.022,-0.002,-0.036,-0.075,-0.032,0.009,0.06,0.142,0.105,0.085,0.018,-0.021,-0.064,-0.071,-0.033,-0.024,-0.009,0.013
1685,,,0.196,-0.014,-0.015,-0.018,-0.006,-0.031,-0.066,-0.034,0.008,0.064,0.13,0.087,0.062,0.012,-0.028,-0.064,-0.066,-0.018,-0.004,0.006,-0.005
1686,,,0.125,-0.018,-0.012,-0.011,0.009,-0.019,-0.05,-0.015,0.01,0.015,0.075,0.054,0.051,0.019,-0.009,-0.033,-0.033,0.005,0.009,-0.006,-0.039
1687,,,0.239,0.029,0.023,0.007,-0.005,-0.005,0.002,-0.008,0.015,0.077,0.052,-0.009,-0.065,-0.06,-0.096,-0.104,-0.084,-0.014,0.027,0.085,0.135
1688,,,0.179,-0.005,-0.006,-0.011,-0.002,-0.019,-0.041,-0.02,0.012,0.063,0.101,0.055,0.024,-0.016,-0.052,-0.078,-0.066,-0.012,0.01,0.031,0.032
1689,,,0.278,-0.032,-0.033,-0.027,0.01,-0.044,-0.107,-0.044,0.002,0.044,0.171,0.144,0.135,0.037,-0.003,-0.056,-0.065,-0.033,-0.033,-0.034,-0.031
1690,,,0.22,-0.023,-0.022,-0.023,-0.007,-0.031,-0.056,-0.023,0.014,0.068,0.142,0.093,0.062,0.01,-0.029,-0.068,-0.078,-0.043,-0.029,0.001,0.042
1691,,,0.143,-0.008,-0.01,-0.019,-0.012,-0.025,-0.035,-0.015,0.008,0.025,0.085,0.063,0.044,0.035,0.001,-0.03,-0.058,-0.037,-0.029,-0.002,0.019
1692,,,0.234,-0.027,-0.024,-0.021,0.003,-0.039,-0.088,-0.037,0.008,0.048,0.146,0.115,0.106,0.024,-0.012,-0.058,-0.058,-0.021,-0.016,-0.019,-0.031
1693,,,0.249,-0.045,-0.04,-0.03,0.004,-0.036,-0.084,-0.027,0.015,0.057,0.165,0.13,0.114,0.027,-0.017,-0.068,-0.064,-0.027,-0.02,-0.02,-0.033
1694,,,0.118,-0.018,-0.014,-0.008,0.01,-0.014,-0.046,-0.011,0.015,0.021,0.072,0.049,0.04,0.009,-0.016,-0.04,-0.044,-0.002,0.005,0.003,-0.012
1695,,,0.289,-0.032,-0.033,-0.024,0.021,-0.048,-0.128,-0.049,-0.003,0.027,0.159,0.148,0.161,0.046,0.011,-0.042,-0.046,-0.019,-0.023,-0.048,-0.078
1696,,,0.148,-0.012,-0.013,-0.02,-0.013,-0.029,-0.048,-0.023,0,0.016,0.094,0.08,0.072,0.052,0.017,-0.021,-0.054,-0.04,-0.038,-0.018,-0.002
1697,,,0.261,-0.033,-0.036,-0.03,-0.003,-0.043,-0.091,-0.034,0.01,0.057,0.17,0.134,0.115,0.032,-0.012,-0.061,-0.066,-0.025,-0.023,-0.025,-0.036
1698,,,0.108,-0.007,-0.004,-0.004,0.005,-0.016,-0.04,-0.012,0.016,0.035,0.063,0.036,0.021,-0.006,-0.034,-0.045,-0.044,0.001,0.014,0.018,0.003
1699,,,0.165,0.004,0.002,-0.004,-0.003,-0.018,-0.035,-0.02,0.012,0.067,0.089,0.039,0.002,-0.026,-0.058,-0.076,-0.068,-0.011,0.013,0.039,0.053
1700,,,0.295,-0.041,-0.04,-0.029,0.018,-0.049,-0.126,-0.046,0,0.029,0.169,0.157,0.169,0.051,0.016,-0.038,-0.048,-0.02,-0.027,-0.058,-0.085
1701,,,0.104,0.002,0.003,-0.003,-0.002,-0.012,-0.018,-0.003,0.018,0.035,0.052,0.017,-0.01,-0.018,-0.046,-0.052,-0.046,0.006,0.022,0.034,0.024
1702,,,0.103,0.008,0.011,0.006,-0.002,0,0.011,0.002,0.014,0.033,0.019,-0.017,-0.055,-0.025,-0.047,-0.046,-0.042,0.01,0.028,0.048,0.045
1703,,,0.22,-0.016,-0.017,-0.02,-0.009,-0.035,-0.061,-0.03,0.009,0.067,0.142,0.093,0.061,0.012,-0.026,-0.066,-0.078,-0.039,-0.03,-0.001,0.041
1704,,,0.233,-0.028,-0.027,-0.025,0.001,-0.037,-0.084,-0.032,0.012,0.058,0.149,0.115,0.1,0.024,-0.019,-0.072,-0.068,-0.021,-0.013,-0.012,-0.021
1705,,,0.131,-0.002,-0.004,-0.015,-0.014,-0.025,-0.032,-0.02,0.001,0.02,0.076,0.059,0.043,0.038,0.004,-0.027,-0.055,-0.037,-0.03,-0.001,0.021
1706,,,0.154,0.014,0.006,-0.008,-0.011,-0.025,-0.036,-0.022,0.01,0.068,0.086,0.036,0.001,-0.016,-0.051,-0.068,-0.06,-0.007,0.013,0.035,0.038
1707,,,0.22,-0.018,-0.017,-0.018,-0.005,-0.03,-0.062,-0.029,0.007,0.063,0.142,0.097,0.065,0.008,-0.034,-0.071,-0.078,-0.039,-0.025,0.004,0.04
1708,,,0.26,-0.053,-0.045,-0.03,0.005,-0.038,-0.092,-0.028,0.015,0.051,0.168,0.137,0.124,0.034,-0.001,-0.05,-0.056,-0.023,-0.024,-0.035,-0.058
1709,,,0.179,0,-0.003,-0.009,-0.009,-0.023,-0.038,-0.027,0.007,0.067,0.105,0.057,0.02,-0.009,-0.046,-0.074,-0.071,-0.018,0.003,0.029,0.04
1710,,,0.217,-0.011,-0.011,-0.016,-0.004,-0.024,-0.044,-0.019,0.017,0.074,0.128,0.074,0.031,-0.016,-0.055,-0.087,-0.089,-0.041,-0.02,0.027,0.086
1711,,,0.125,-0.016,-0.014,-0.009,0.007,-0.014,-0.04,-0.006,0.017,0.024,0.072,0.049,0.039,0.001,-0.03,-0.053,-0.046,0,0.009,0.013,-0.005
1712,,,0.237,-0.024,-0.023,-0.023,-0.002,-0.039,-0.081,-0.036,0.007,0.052,0.156,0.12,0.099,0.024,-0.015,-0.062,-0.074,-0.042,-0.035,-0.018,0.015
1713,,,0.254,-0.033,-0.031,-0.026,-0.004,-0.043,-0.092,-0.036,0.007,0.053,0.162,0.13,0.115,0.036,-0.009,-0.054,-0.058,-0.022,-0.02,-0.028,-0.046
1714,,,0.172,-0.036,-0.026,-0.013,0.022,-0.025,-0.071,-0.014,0.015,0.009,0.101,0.085,0.095,0.018,-0.008,-0.044,-0.043,-0.002,0.001,-0.017,-0.046
1715,,,0.246,-0.027,-0.028,-0.021,0.006,-0.038,-0.09,-0.034,0.011,0.05,0.156,0.122,0.111,0.019,-0.019,-0.064,-0.072,-0.038,-0.035,-0.02,0.012
1716,,,0.229,-0.033,-0.031,-0.023,0.005,-0.036,-0.083,-0.033,0.007,0.045,0.146,0.119,0.107,0.031,-0.007,-0.052,-0.061,-0.029,-0.027,-0.025,-0.021
1717,,,0.144,-0.019,-0.012,-0.005,0.009,-0.017,-0.051,-0.027,-0.01,-0.013,0.056,0.056,0.065,0.05,0.029,0.003,-0.013,0.01,-0.002,-0.031,-0.079
1718,,,0.154,-0.006,-0.006,-0.007,-0.004,-0.023,-0.044,-0.03,0,0.049,0.097,0.061,0.035,0.009,-0.024,-0.051,-0.057,-0.019,-0.009,0.008,0.021
1719,,,0.241,-0.031,-0.029,-0.022,0.008,-0.037,-0.091,-0.033,0.005,0.045,0.15,0.123,0.113,0.025,-0.013,-0.063,-0.062,-0.019,-0.013,-0.018,-0.035
1720,,,0.266,-0.046,-0.043,-0.031,0.002,-0.039,-0.097,-0.034,0.012,0.054,0.169,0.136,0.13,0.037,-0.002,-0.05,-0.057,-0.022,-0.024,-0.038,-0.057
1721,,,0.267,-0.038,-0.037,-0.033,-0.004,-0.041,-0.091,-0.033,0.014,0.058,0.176,0.135,0.119,0.03,-0.014,-0.063,-0.067,-0.028,-0.024,-0.025,-0.035
1722,,,0.291,0.043,0.043,0.023,-0.004,0.017,0.061,0.02,0.024,0.047,-0.038,-0.094,-0.153,-0.085,-0.104,-0.077,-0.052,0.022,0.06,0.11,0.138
1723,,,0.292,-0.047,-0.043,-0.03,0.012,-0.042,-0.116,-0.037,0.009,0.038,0.176,0.155,0.157,0.04,0.002,-0.058,-0.057,-0.028,-0.027,-0.045,-0.059
1724,,,0.216,0.048,0.038,0.012,-0.017,-0.012,0.011,-0.013,0.01,0.079,0.034,-0.029,-0.091,-0.062,-0.095,-0.09,-0.072,-0.001,0.038,0.091,0.121
1725,,,0.106,-0.021,-0.013,-0.007,0.011,-0.008,-0.018,0,0.015,0.016,0.056,0.025,0.036,0.009,-0.016,-0.05,-0.05,-0.024,-0.008,0.01,0.037
1726,,,0.244,-0.032,-0.031,-0.025,0.001,-0.04,-0.092,-0.039,0.004,0.049,0.152,0.125,0.117,0.04,0.001,-0.045,-0.057,-0.03,-0.031,-0.032,-0.035
1727,,,0.158,0.022,0.023,0.01,-0.002,0.001,0.019,0.01,0.02,0.038,0.007,-0.034,-0.075,-0.048,-0.073,-0.069,-0.052,0.01,0.037,0.074,0.083
1728,,,0.116,0.005,0.008,0.002,0.003,-0.003,-0.003,0.005,0.021,0.034,0.033,-0.003,-0.032,-0.032,-0.059,-0.064,-0.051,0.006,0.028,0.051,0.052
1729,,,0.113,0.003,0,-0.013,-0.015,-0.024,-0.028,-0.019,0,0.019,0.065,0.046,0.032,0.036,0.004,-0.023,-0.048,-0.031,-0.024,0.001,0.017
1730,,,0.161,-0.029,-0.021,-0.016,0.016,-0.02,-0.068,-0.011,0.019,0.015,0.093,0.076,0.08,0.015,-0.017,-0.051,-0.044,-0.002,0.004,-0.006,-0.034
1731,,,0.212,-0.013,-0.013,-0.017,-0.007,-0.03,-0.056,-0.028,0.01,0.067,0.133,0.087,0.052,0.003,-0.037,-0.071,-0.079,-0.039,-0.025,0.009,0.053
1732,,,0.247,-0.039,-0.036,-0.03,0.003,-0.034,-0.086,-0.027,0.016,0.057,0.161,0.127,0.108,0.023,-0.022,-0.069,-0.066,-0.025,-0.017,-0.013,-0.03
1733,,,0.275,-0.036,-0.039,-0.03,0.004,-0.046,-0.108,-0.036,0.007,0.044,0.167,0.143,0.146,0.045,0.003,-0.056,-0.057,-0.026,-0.026,-0.037,-0.061
1734,,,0.186,0,-0.008,-0.024,-0.023,-0.046,-0.066,-0.037,0.001,0.041,0.12,0.094,0.078,0.051,0.013,-0.029,-0.056,-0.045,-0.042,-0.019,-0.002
1735,,,0.194,-0.014,-0.017,-0.015,0.002,-0.03,-0.071,-0.033,0.004,0.046,0.123,0.091,0.076,0.018,-0.019,-0.057,-0.06,-0.023,-0.014,-0.004,-0.002
1736,,,0.125,0.005,0,-0.014,-0.016,-0.026,-0.03,-0.02,0.001,0.023,0.073,0.051,0.028,0.033,0.001,-0.026,-0.052,-0.033,-0.027,0.003,0.024
1737,,,0.251,-0.04,-0.037,-0.029,0.003,-0.039,-0.091,-0.032,0.014,0.051,0.16,0.129,0.117,0.035,-0.008,-0.054,-0.06,-0.027,-0.021,-0.028,-0.042
1738,,,0.256,-0.039,-0.036,-0.027,0.001,-0.038,-0.092,-0.03,0.011,0.053,0.164,0.131,0.117,0.031,-0.014,-0.061,-0.064,-0.023,-0.019,-0.026,-0.038
1739,,,0.125,-0.016,-0.01,-0.005,0.008,-0.012,-0.033,-0.003,0.019,0.029,0.069,0.04,0.022,-0.01,-0.039,-0.056,-0.05,0,0.013,0.022,0.011
1740,,,0.276,-0.041,-0.037,-0.031,0.011,-0.042,-0.109,-0.033,0.01,0.047,0.167,0.141,0.142,0.033,-0.006,-0.059,-0.059,-0.026,-0.022,-0.035,-0.049
1741,,,0.208,-0.02,-0.019,-0.02,-0.002,-0.031,-0.071,-0.033,0.003,0.052,0.137,0.102,0.079,0.022,-0.016,-0.055,-0.067,-0.034,-0.029,-0.011,0.013
1742,,,0.208,-0.023,-0.021,-0.019,-0.001,-0.032,-0.071,-0.025,0.01,0.059,0.137,0.096,0.077,0.009,-0.028,-0.067,-0.064,-0.022,-0.008,-0.001,-0.004
1743,,,0.133,-0.012,-0.011,-0.016,-0.004,-0.02,-0.032,-0.011,0.01,0.021,0.077,0.056,0.042,0.029,-0.006,-0.033,-0.056,-0.036,-0.025,0.001,0.026
1744,,,0.105,0.011,0.006,-0.01,-0.021,-0.022,-0.013,-0.015,0.003,0.029,0.054,0.029,0.004,0.025,-0.006,-0.023,-0.051,-0.033,-0.024,0.013,0.042
1745,,,0.222,-0.019,-0.022,-0.021,-0.001,-0.039,-0.082,-0.039,0.004,0.047,0.14,0.107,0.095,0.027,-0.01,-0.047,-0.053,-0.022,-0.016,-0.018,-0.031
1746,,,0.213,0.007,0.007,0.003,0.011,-0.009,-0.032,-0.011,0.021,0.074,0.097,0.033,-0.019,-0.076,-0.116,-0.111,-0.079,-0.002,0.034,0.072,0.095
1747,,,0.207,-0.024,-0.022,-0.022,-0.002,-0.031,-0.07,-0.03,0.009,0.054,0.137,0.096,0.078,0.016,-0.021,-0.057,-0.058,-0.016,-0.008,-0.008,-0.022
1748,,,0.147,-0.02,-0.015,-0.012,0.008,-0.022,-0.052,-0.014,0.018,0.031,0.091,0.067,0.053,0.006,-0.03,-0.056,-0.051,-0.007,0.003,0.006,-0.006
1749,,,0.132,-0.03,-0.021,-0.009,0.021,-0.016,-0.048,-0.01,0.011,0.001,0.076,0.054,0.084,0.024,-0.001,-0.04,-0.045,-0.024,-0.017,-0.014,0.004
1750,,,0.285,-0.055,-0.051,-0.039,-0.006,-0.048,-0.094,-0.031,0.019,0.06,0.191,0.154,0.143,0.044,0.001,-0.059,-0.062,-0.035,-0.032,-0.041,-0.059
1751,,,0.236,-0.021,-0.021,-0.02,0,-0.038,-0.09,-0.043,-0.001,0.048,0.146,0.115,0.103,0.03,-0.005,-0.049,-0.055,-0.025,-0.025,-0.021,-0.028
1752,,,0.256,-0.031,-0.034,-0.026,0.004,-0.04,-0.092,-0.035,0.008,0.052,0.164,0.129,0.12,0.029,-0.01,-0.057,-0.071,-0.042,-0.039,-0.026,-0.003
1753,,,0.141,-0.002,-0.004,-0.018,-0.015,-0.025,-0.03,-0.019,0.003,0.025,0.08,0.059,0.041,0.037,0.001,-0.032,-0.061,-0.04,-0.029,0.001,0.029
1754,,,0.191,-0.013,-0.017,-0.019,0.001,-0.026,-0.058,-0.022,0.013,0.062,0.122,0.077,0.052,-0.005,-0.039,-0.069,-0.064,-0.018,-0.001,0.012,0.014
1755,,,0.224,-0.016,-0.02,-0.026,-0.016,-0.044,-0.071,-0.036,0.004,0.065,0.153,0.11,0.076,0.028,-0.012,-0.054,-0.062,-0.021,-0.022,-0.019,-0.015
1756,,,0.202,-0.021,-0.022,-0.022,-0.015,-0.042,-0.069,-0.037,0.001,0.038,0.133,0.109,0.096,0.058,0.017,-0.028,-0.059,-0.048,-0.044,-0.03,-0.014
1757,,,0.202,-0.019,-0.019,-0.02,-0.003,-0.033,-0.068,-0.03,0.011,0.065,0.134,0.092,0.068,0.011,-0.029,-0.066,-0.065,-0.02,-0.009,0.001,-0.001
1758,,,0.148,-0.029,-0.023,-0.009,0.021,-0.018,-0.066,-0.018,0.004,-0.006,0.076,0.069,0.082,0.036,0.011,-0.022,-0.025,0.004,0.001,-0.024,-0.065
1759,,,0.117,-0.001,0.007,0.008,0.008,0.015,0.032,0.015,0.015,0.02,-0.012,-0.041,-0.067,-0.029,-0.045,-0.039,-0.033,0.017,0.032,0.05,0.047
1760,,,0.27,-0.031,-0.031,-0.026,0.012,-0.04,-0.104,-0.04,-0.011,-0.017,0.123,0.132,0.166,0.086,0.054,-0.004,-0.037,-0.042,-0.048,-0.067,-0.076
1761,,,0.283,-0.041,-0.039,-0.033,0.001,-0.045,-0.099,-0.037,0.01,0.053,0.184,0.15,0.137,0.04,-0.003,-0.062,-0.075,-0.049,-0.046,-0.037,-0.01
1762,,,0.149,-0.006,-0.005,-0.008,-0.002,-0.016,-0.033,-0.019,0.004,0.044,0.084,0.05,0.026,0.001,-0.035,-0.065,-0.061,-0.008,0.01,0.024,0.016
1763,,,0.239,-0.06,-0.049,-0.029,0.027,-0.022,-0.092,0.001,0.04,0.03,0.147,0.116,0.126,0.011,-0.032,-0.081,-0.067,-0.031,-0.011,-0.012,-0.014
1764,,,0.198,0.013,0.017,0.01,-0.008,0.015,0.053,0.019,0.022,0.042,-0.009,-0.053,-0.105,-0.045,-0.073,-0.066,-0.056,0.01,0.042,0.08,0.093
1765,,,0.145,-0.008,-0.008,-0.016,-0.01,-0.029,-0.046,-0.02,0.005,0.021,0.086,0.067,0.061,0.042,0.007,-0.032,-0.059,-0.038,-0.029,-0.006,0.011
1766,,,0.108,-0.009,-0.007,-0.008,0.007,-0.017,-0.037,-0.008,0.015,0.022,0.063,0.037,0.03,0.001,-0.027,-0.045,-0.041,0.008,0.02,0.012,-0.016
1767,,,0.125,0.005,0,-0.013,-0.017,-0.025,-0.026,-0.018,0.001,0.022,0.066,0.049,0.037,0.038,0.001,-0.033,-0.059,-0.04,-0.028,0.006,0.034
1768,,,0.171,-0.02,-0.019,-0.019,-0.001,-0.031,-0.065,-0.028,-0.003,0.007,0.106,0.097,0.101,0.06,0.021,-0.027,-0.055,-0.042,-0.04,-0.027,-0.013
1769,,,0.223,0.023,0.029,0.014,-0.009,0.013,0.053,0.004,0.008,0.054,0.002,-0.053,-0.118,-0.055,-0.083,-0.073,-0.059,0.011,0.043,0.092,0.105
1770,,,0.196,-0.008,-0.01,-0.015,-0.009,-0.029,-0.051,-0.032,0.001,0.054,0.125,0.081,0.047,0.014,-0.024,-0.061,-0.071,-0.028,-0.02,0.003,0.032
1771,,,0.268,0.013,0,-0.019,-0.026,-0.061,-0.105,-0.095,-0.057,0.035,0.163,0.143,0.127,0.105,0.06,-0.005,-0.054,-0.058,-0.065,-0.054,-0.049
